المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
رز,بابل,مختلطة,سيحي/غمر,عادية,مركب (NPK),66.0,28.3,73.8,1256.0
ذرة,ديالى,مختلطة,رش محوري,عادية,عضوي,81.0,23.7,38.6,1422.0
فواكه,الأنبار,طينية,سيحي/غمر,محسنة,مركب (NPK),114.0,43.3,43.4,3065.0
فواكه,بابل,مختلطة,سيحي/غمر,عادية,يوريا (N),44.0,19.7,61.7,2468.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,مركب (NPK),57.0,37.4,79.1,1120.0
شعير,النجف,مختلطة,رش محوري,محسنة,داب (DAP),89.0,35.9,41.7,1573.0
رز,بابل,رملية,تنقيط,محسنة,داب (DAP),65.0,24.7,52.6,1350.0
فواكه,النجف,رملية,تنقيط,محسنة,عضوي,28.0,30.4,21.1,1459.0
فواكه,الأنبار,طينية,سيحي/غمر,عادية,عضوي,22.0,19.8,58.6,2982.0
حنطة,النجف,رملية,رش محوري,عادية,عضوي,89.0,15.8,68.9,995.0
شعير,الموصل,مختلطة,تنقيط,محسنة,مركب (NPK),75.0,15.4,53.6,1196.0
خضراوات,الأنبار,مختلطة,تنقيط,محسنة,مركب (NPK),79.0,28.2,78.5,3011.0
خضراوات,ديالى,مختلطة,رش محوري,عادية,عضوي,96.0,36.7,65.2,3918.0
شعير,ديالى,رملية,رش محوري,محسنة,عضوي,30.0,22.4,20.5,1166.0
رز,ديالى,رملية,رش محوري,محسنة,عضوي,27.0,16.8,60.0,1284.0
خضراوات,البصرة,رملية,تنقيط,عادية,مركب (NPK),80.0,19.6,55.2,3024.0
ذرة,ديالى,طينية,رش محوري,محسنة,مركب (NPK),79.0,37.6,53.8,1018.0
شعير,البصرة,مختلطة,رش محوري,عادية,يوريا (N),38.0,40.8,34.5,817.0
شعير,واسط,رملية,رش محوري,محسنة,داب (DAP),22.0,35.7,25.7,854.0
حنطة,ميسان,طينية,تنقيط,عادية,داب (DAP),21.0,34.6,56.3,1021.0
ذرة,البصرة,طينية,تنقيط,محسنة,مركب (NPK),53.0,38.0,77.6,1395.0
رز,البصرة,رملية,رش محوري,عادية,داب (DAP),109.0,31.9,62.1,1306.0
حنطة,واسط,طينية,رش محوري,محسنة,داب (DAP),113.0,20.9,24.9,1069.0
فواكه,ديالى,رملية,سيحي/غمر,عادية,يوريا (N),52.0,38.2,71.7,1156.0
تمور,كربلاء,مختلطة,سيحي/غمر,عادية,يوريا (N),111.0,27.6,46.4,2618.0
فواكه,بغداد,رملية,تنقيط,محسنة,داب (DAP),64.0,32.5,45.7,3404.0
رز,البصرة,طينية,تنقيط,عادية,يوريا (N),68.0,24.1,36.7,1181.0
ذرة,واسط,مختلطة,تنقيط,محسنة,داب (DAP),117.0,28.4,45.5,1395.0
حنطة,البصرة,مختلطة,سيحي/غمر,محسنة,يوريا (N),97.0,28.0,46.5,1517.0
ذرة,بابل,طينية,رش محوري,محسنة,مركب (NPK),78.0,33.6,47.0,1465.0
خضراوات,الموصل,طينية,تنقيط,محسنة,عضوي,113.0,15.1,46.5,1600.0
رز,ميسان,مختلطة,رش محوري,محسنة,داب (DAP),75.0,42.7,49.8,960.0
خضراوات,النجف,مختلطة,سيحي/غمر,عادية,عضوي,23.0,24.7,69.7,2242.0
شعير,واسط,مختلطة,سيحي/غمر,عادية,مركب (NPK),95.0,42.0,79.6,928.0
شعير,ديالى,طينية,تنقيط,عادية,مركب (NPK),97.0,21.6,55.3,1737.0
تمور,النجف,طينية,تنقيط,عادية,مركب (NPK),72.0,43.4,79.1,1457.0
فواكه,ميسان,مختلطة,رش محوري,محسنة,عضوي,68.0,29.7,73.5,2787.0
حنطة,بغداد,رملية,سيحي/غمر,محسنة,مركب (NPK),67.0,28.0,65.9,699.0
خضراوات,بغداد,مختلطة,سيحي/غمر,محسنة,يوريا (N),23.0,22.2,49.0,2734.0
تمور,النجف,طينية,رش محوري,محسنة,داب (DAP),36.0,30.8,22.4,1374.0
فواكه,بابل,طينية,رش محوري,عادية,داب (DAP),27.0,28.3,74.7,1677.0
تمور,بابل,مختلطة,سيحي/غمر,محسنة,داب (DAP),74.0,41.6,40.1,1775.0
خضراوات,بغداد,طينية,رش محوري,عادية,يوريا (N),58.0,29.0,20.1,2467.0
ذرة,واسط,مختلطة,رش محوري,عادية,داب (DAP),113.0,43.2,55.3,1285.0
تمور,بغداد,طينية,رش محوري,محسنة,عضوي,87.0,27.5,56.6,2221.0
حنطة,واسط,مختلطة,رش محوري,محسنة,يوريا (N),47.0,22.7,74.6,1028.0
شعير,البصرة,طينية,تنقيط,محسنة,مركب (NPK),78.0,20.3,43.6,953.0
رز,واسط,مختلطة,سيحي/غمر,عادية,عضوي,46.0,21.6,41.2,1278.0
تمور,بغداد,رملية,سيحي/غمر,محسنة,عضوي,93.0,22.6,45.8,1454.0
خضراوات,بابل,طينية,رش محوري,عادية,عضوي,28.0,24.5,50.2,2355.0
حنطة,بغداد,رملية,سيحي/غمر,محسنة,مركب (NPK),87.0,34.5,59.2,1012.0
ذرة,البصرة,مختلطة,سيحي/غمر,محسنة,داب (DAP),55.0,23.2,67.5,1295.0
شعير,الأنبار,رملية,سيحي/غمر,عادية,عضوي,69.0,39.8,65.7,456.0
تمور,ديالى,طينية,سيحي/غمر,عادية,داب (DAP),67.0,43.8,20.4,881.0
رز,كربلاء,مختلطة,سيحي/غمر,عادية,عضوي,116.0,26.4,47.5,1434.0
رز,واسط,طينية,تنقيط,عادية,مركب (NPK),22.0,22.4,55.4,935.0
تمور,الأنبار,مختلطة,سيحي/غمر,محسنة,داب (DAP),22.0,33.1,59.2,1938.0
رز,البصرة,رملية,سيحي/غمر,عادية,مركب (NPK),42.0,27.6,64.7,1042.0
تمور,الموصل,طينية,تنقيط,عادية,يوريا (N),97.0,33.7,22.9,1963.0
حنطة,الأنبار,طينية,رش محوري,عادية,مركب (NPK),78.0,40.9,31.6,663.0
تمور,بغداد,مختلطة,رش محوري,عادية,مركب (NPK),78.0,33.4,74.4,1404.0
رز,ميسان,طينية,رش محوري,محسنة,داب (DAP),114.0,38.2,75.8,1662.0
فواكه,البصرة,طينية,تنقيط,محسنة,يوريا (N),88.0,31.3,59.9,4125.0
رز,ديالى,مختلطة,رش محوري,محسنة,يوريا (N),97.0,36.3,66.5,1297.0
شعير,النجف,رملية,سيحي/غمر,عادية,داب (DAP),43.0,43.3,77.7,891.0
شعير,الأنبار,طينية,رش محوري,محسنة,يوريا (N),93.0,27.6,73.2,1148.0
فواكه,الموصل,طينية,سيحي/غمر,عادية,داب (DAP),83.0,44.7,34.5,1794.0
شعير,النجف,طينية,تنقيط,محسنة,يوريا (N),85.0,39.5,30.7,1220.0
فواكه,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),88.0,28.7,35.4,1919.0
تمور,البصرة,رملية,تنقيط,عادية,عضوي,79.0,34.2,69.1,2523.0
تمور,بغداد,رملية,تنقيط,عادية,عضوي,88.0,19.8,63.0,1789.0
ذرة,بابل,رملية,سيحي/غمر,محسنة,داب (DAP),64.0,31.7,24.9,798.0
خضراوات,بغداد,رملية,سيحي/غمر,محسنة,مركب (NPK),78.0,22.8,21.7,1616.0
فواكه,النجف,رملية,تنقيط,محسنة,داب (DAP),23.0,21.5,78.4,2765.0
ذرة,ميسان,رملية,تنقيط,محسنة,مركب (NPK),102.0,16.1,38.6,1069.0
شعير,واسط,مختلطة,رش محوري,عادية,يوريا (N),95.0,24.7,76.8,995.0
فواكه,واسط,مختلطة,رش محوري,عادية,مركب (NPK),22.0,39.4,69.4,1659.0
ذرة,ميسان,طينية,تنقيط,محسنة,مركب (NPK),68.0,38.7,22.3,947.0
فواكه,النجف,طينية,رش محوري,محسنة,عضوي,33.0,36.1,26.8,2322.0
تمور,واسط,مختلطة,سيحي/غمر,عادية,داب (DAP),119.0,31.9,72.2,2355.0
تمور,ميسان,طينية,تنقيط,محسنة,داب (DAP),81.0,29.5,57.7,3046.0
فواكه,ميسان,رملية,رش محوري,محسنة,مركب (NPK),36.0,42.8,57.8,1786.0
خضراوات,ميسان,رملية,تنقيط,عادية,يوريا (N),115.0,37.7,77.0,4163.0
تمور,الأنبار,رملية,رش محوري,عادية,عضوي,97.0,39.6,44.8,1583.0
ذرة,واسط,رملية,رش محوري,محسنة,يوريا (N),43.0,26.7,31.0,1677.0
تمور,ميسان,رملية,رش محوري,عادية,يوريا (N),67.0,34.8,52.9,1553.0
رز,الأنبار,طينية,سيحي/غمر,عادية,يوريا (N),80.0,16.5,22.8,1478.0
شعير,كربلاء,طينية,رش محوري,محسنة,يوريا (N),70.0,40.0,24.3,984.0
ذرة,ميسان,طينية,رش محوري,عادية,داب (DAP),61.0,20.7,34.4,870.0
تمور,النجف,رملية,سيحي/غمر,عادية,عضوي,54.0,36.4,55.8,1227.0
ذرة,بابل,مختلطة,تنقيط,عادية,يوريا (N),45.0,37.7,48.7,1186.0
تمور,ميسان,رملية,سيحي/غمر,محسنة,عضوي,22.0,42.8,20.1,492.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,عضوي,117.0,15.9,62.8,1167.0
شعير,بغداد,مختلطة,تنقيط,عادية,يوريا (N),92.0,32.6,64.3,1490.0
فواكه,واسط,طينية,سيحي/غمر,محسنة,داب (DAP),106.0,19.2,28.2,2789.0
ذرة,كربلاء,مختلطة,رش محوري,محسنة,يوريا (N),95.0,31.7,34.3,1904.0
شعير,واسط,مختلطة,رش محوري,عادية,عضوي,52.0,35.7,41.9,1248.0
شعير,واسط,طينية,سيحي/غمر,محسنة,داب (DAP),34.0,34.8,40.0,1300.0
خضراوات,ميسان,رملية,تنقيط,عادية,يوريا (N),39.0,25.4,29.0,2480.0
رز,بابل,رملية,تنقيط,محسنة,مركب (NPK),65.0,29.3,49.7,1148.0
رز,واسط,طينية,سيحي/غمر,عادية,عضوي,47.0,27.7,47.5,1828.0
شعير,ميسان,رملية,سيحي/غمر,عادية,يوريا (N),69.0,22.8,53.5,823.0
فواكه,بابل,رملية,تنقيط,محسنة,مركب (NPK),24.0,15.1,28.7,2039.0
شعير,النجف,طينية,رش محوري,محسنة,عضوي,74.0,44.5,49.5,784.0
رز,ديالى,رملية,رش محوري,محسنة,مركب (NPK),72.0,27.0,22.2,1409.0
فواكه,بابل,طينية,سيحي/غمر,عادية,عضوي,70.0,39.8,77.1,1707.0
تمور,البصرة,رملية,رش محوري,محسنة,عضوي,67.0,32.0,59.7,1945.0
تمور,البصرة,مختلطة,تنقيط,محسنة,يوريا (N),114.0,21.1,58.1,1751.0
خضراوات,ديالى,رملية,رش محوري,محسنة,عضوي,79.0,37.8,32.1,2557.0
رز,واسط,مختلطة,سيحي/غمر,محسنة,مركب (NPK),25.0,16.2,57.1,1096.0
رز,ميسان,طينية,تنقيط,محسنة,مركب (NPK),48.0,21.3,23.5,1219.0
خضراوات,ديالى,طينية,رش محوري,عادية,عضوي,93.0,36.8,64.7,2341.0
خضراوات,بابل,طينية,رش محوري,عادية,عضوي,26.0,17.1,25.8,1198.0
فواكه,الموصل,رملية,رش محوري,محسنة,عضوي,64.0,31.7,72.3,1573.0
ذرة,بغداد,طينية,سيحي/غمر,محسنة,مركب (NPK),52.0,31.6,23.4,862.0
حنطة,الموصل,مختلطة,سيحي/غمر,عادية,مركب (NPK),90.0,41.7,33.9,867.0
فواكه,الموصل,مختلطة,تنقيط,محسنة,داب (DAP),24.0,23.2,72.0,1327.0
خضراوات,كربلاء,مختلطة,رش محوري,محسنة,يوريا (N),36.0,15.1,32.3,1777.0
ذرة,البصرة,مختلطة,تنقيط,محسنة,مركب (NPK),115.0,35.7,75.8,1350.0
شعير,كربلاء,مختلطة,سيحي/غمر,محسنة,مركب (NPK),87.0,41.4,20.1,1110.0
خضراوات,بغداد,مختلطة,سيحي/غمر,عادية,عضوي,107.0,41.3,72.6,1611.0
شعير,كربلاء,رملية,رش محوري,محسنة,يوريا (N),24.0,28.4,34.5,1049.0
شعير,ديالى,مختلطة,رش محوري,محسنة,عضوي,23.0,20.3,20.2,761.0
فواكه,ديالى,طينية,رش محوري,عادية,مركب (NPK),58.0,35.7,65.2,2969.0
حنطة,بابل,طينية,تنقيط,محسنة,يوريا (N),33.0,38.8,33.9,601.0
حنطة,بغداد,مختلطة,رش محوري,عادية,عضوي,80.0,28.8,78.2,1302.0
خضراوات,كربلاء,رملية,تنقيط,عادية,يوريا (N),51.0,33.2,51.6,3314.0
رز,ميسان,طينية,رش محوري,محسنة,مركب (NPK),45.0,24.0,42.1,1437.0
خضراوات,بغداد,طينية,سيحي/غمر,محسنة,داب (DAP),84.0,40.4,27.6,2649.0
شعير,بغداد,طينية,تنقيط,عادية,يوريا (N),100.0,41.5,42.7,720.0
خضراوات,البصرة,مختلطة,تنقيط,عادية,داب (DAP),119.0,19.6,30.7,2132.0
ذرة,ديالى,مختلطة,سيحي/غمر,محسنة,يوريا (N),88.0,37.1,35.5,1168.0
رز,واسط,طينية,رش محوري,محسنة,يوريا (N),98.0,17.0,20.5,1156.0
حنطة,بابل,طينية,تنقيط,عادية,عضوي,29.0,40.8,34.4,937.0
حنطة,الأنبار,رملية,سيحي/غمر,عادية,مركب (NPK),45.0,44.5,63.9,653.0
تمور,ديالى,مختلطة,تنقيط,عادية,داب (DAP),69.0,21.0,42.3,2355.0
شعير,بابل,رملية,سيحي/غمر,عادية,عضوي,60.0,24.5,23.4,924.0
شعير,ديالى,رملية,رش محوري,محسنة,يوريا (N),47.0,28.5,78.8,966.0
رز,ميسان,مختلطة,سيحي/غمر,محسنة,عضوي,116.0,29.4,23.8,1859.0
حنطة,بغداد,رملية,رش محوري,عادية,عضوي,22.0,19.1,29.8,919.0
تمور,بغداد,طينية,تنقيط,عادية,مركب (NPK),45.0,24.1,77.8,1826.0
تمور,الموصل,رملية,سيحي/غمر,عادية,يوريا (N),54.0,28.2,36.7,1126.0
حنطة,البصرة,رملية,سيحي/غمر,محسنة,داب (DAP),41.0,15.2,60.5,540.0
شعير,البصرة,طينية,رش محوري,محسنة,يوريا (N),70.0,40.3,63.7,953.0
حنطة,ديالى,طينية,تنقيط,محسنة,مركب (NPK),58.0,15.8,26.9,1024.0
فواكه,البصرة,رملية,سيحي/غمر,عادية,عضوي,70.0,28.3,59.0,2229.0
رز,النجف,طينية,سيحي/غمر,محسنة,يوريا (N),67.0,16.9,72.2,1325.0
خضراوات,ميسان,مختلطة,رش محوري,عادية,يوريا (N),77.0,18.3,48.1,2396.0
تمور,واسط,مختلطة,رش محوري,عادية,مركب (NPK),89.0,40.6,73.9,1430.0
تمور,بابل,طينية,رش محوري,محسنة,داب (DAP),30.0,43.7,50.0,1038.0
خضراوات,بابل,مختلطة,سيحي/غمر,عادية,عضوي,22.0,37.0,68.7,2295.0
حنطة,الأنبار,طينية,رش محوري,عادية,عضوي,51.0,32.6,74.9,876.0
خضراوات,ديالى,طينية,رش محوري,محسنة,داب (DAP),102.0,33.3,50.2,2909.0
رز,كربلاء,مختلطة,تنقيط,عادية,عضوي,37.0,44.5,25.8,1026.0
شعير,الموصل,طينية,تنقيط,عادية,يوريا (N),117.0,25.7,58.6,1606.0
فواكه,واسط,رملية,سيحي/غمر,عادية,عضوي,59.0,16.9,54.0,1875.0
شعير,البصرة,مختلطة,سيحي/غمر,محسنة,يوريا (N),108.0,37.3,69.6,1356.0
حنطة,ديالى,طينية,رش محوري,محسنة,عضوي,57.0,40.1,46.9,939.0
ذرة,الموصل,رملية,سيحي/غمر,عادية,يوريا (N),40.0,31.9,50.7,1072.0
ذرة,البصرة,رملية,تنقيط,عادية,داب (DAP),89.0,38.7,31.5,1209.0
فواكه,واسط,مختلطة,سيحي/غمر,عادية,عضوي,40.0,37.9,71.2,2617.0
شعير,بابل,طينية,تنقيط,محسنة,عضوي,27.0,24.4,67.1,557.0
فواكه,البصرة,مختلطة,رش محوري,عادية,داب (DAP),68.0,33.1,64.3,2686.0
فواكه,ميسان,طينية,رش محوري,عادية,داب (DAP),106.0,44.7,57.0,2925.0
شعير,النجف,مختلطة,رش محوري,محسنة,داب (DAP),115.0,32.4,70.2,1110.0
خضراوات,ميسان,مختلطة,سيحي/غمر,عادية,يوريا (N),63.0,18.0,48.0,4228.0
حنطة,ديالى,مختلطة,تنقيط,عادية,عضوي,47.0,22.7,76.4,1272.0
حنطة,الأنبار,رملية,سيحي/غمر,عادية,مركب (NPK),61.0,39.3,66.0,661.0
رز,الموصل,طينية,رش محوري,عادية,يوريا (N),112.0,26.4,58.3,1708.0
تمور,بابل,طينية,تنقيط,محسنة,داب (DAP),82.0,17.8,64.0,1057.0
ذرة,الأنبار,مختلطة,رش محوري,محسنة,داب (DAP),37.0,32.0,76.9,835.0
فواكه,النجف,رملية,سيحي/غمر,محسنة,مركب (NPK),52.0,23.0,69.2,1222.0
تمور,الأنبار,رملية,سيحي/غمر,عادية,عضوي,71.0,25.7,58.7,1180.0
حنطة,كربلاء,رملية,تنقيط,محسنة,داب (DAP),47.0,28.4,36.6,1569.0
تمور,بغداد,مختلطة,سيحي/غمر,محسنة,يوريا (N),115.0,42.5,71.8,1575.0
شعير,الأنبار,طينية,رش محوري,عادية,عضوي,78.0,15.2,59.5,832.0
ذرة,النجف,رملية,سيحي/غمر,محسنة,داب (DAP),70.0,36.3,24.0,674.0
فواكه,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),84.0,44.0,31.2,1769.0
فواكه,النجف,رملية,سيحي/غمر,عادية,يوريا (N),111.0,21.2,69.6,1706.0
ذرة,الموصل,طينية,تنقيط,محسنة,داب (DAP),99.0,28.3,39.9,1081.0
حنطة,ميسان,طينية,رش محوري,محسنة,يوريا (N),52.0,40.2,28.7,743.0
رز,الأنبار,مختلطة,رش محوري,محسنة,عضوي,30.0,44.5,54.0,859.0
ذرة,النجف,طينية,رش محوري,محسنة,داب (DAP),73.0,40.0,50.2,1062.0
ذرة,البصرة,طينية,سيحي/غمر,محسنة,داب (DAP),27.0,20.9,75.7,971.0
تمور,كربلاء,مختلطة,رش محوري,محسنة,داب (DAP),39.0,17.1,52.9,1112.0
رز,الأنبار,رملية,رش محوري,محسنة,عضوي,51.0,23.4,24.8,1284.0
خضراوات,ديالى,طينية,تنقيط,عادية,داب (DAP),34.0,39.2,60.8,1138.0
شعير,الموصل,رملية,رش محوري,عادية,عضوي,30.0,44.2,61.2,846.0
فواكه,ديالى,رملية,رش محوري,محسنة,عضوي,70.0,34.2,59.5,2077.0
حنطة,ميسان,مختلطة,سيحي/غمر,عادية,يوريا (N),58.0,38.0,32.8,1332.0
فواكه,الموصل,طينية,تنقيط,محسنة,مركب (NPK),26.0,40.0,52.3,1333.0
حنطة,بابل,مختلطة,تنقيط,محسنة,داب (DAP),41.0,18.2,65.5,1358.0
رز,ميسان,رملية,رش محوري,محسنة,داب (DAP),103.0,34.0,28.5,1554.0
رز,بغداد,طينية,رش محوري,عادية,عضوي,34.0,37.7,58.8,1697.0
رز,واسط,طينية,تنقيط,عادية,يوريا (N),91.0,36.7,74.0,1696.0
تمور,واسط,رملية,سيحي/غمر,عادية,مركب (NPK),66.0,42.0,26.2,913.0
تمور,واسط,مختلطة,تنقيط,عادية,عضوي,100.0,19.6,75.7,1341.0
تمور,بغداد,طينية,رش محوري,عادية,يوريا (N),97.0,37.7,51.6,2400.0
خضراوات,بابل,رملية,تنقيط,عادية,يوريا (N),48.0,42.3,39.6,1967.0
